"ID","ACTIVE","YEAR","COUNTRY_ESP","COUNTRY_ENG","SECTOR_ESP","SECTOR_ENG","STATUS_ESP","STATUS_ENG","COUNTRY","SECTOR","STATUS"
688,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",3,9,6
689,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",5,7,5
690,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
691,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
692,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Lanzado","Launched",11,7,4
693,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",3,9,6
694,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
695,"YES",2017,"Brasil","Brazil","Digital Banks","Digital Banks","Listos para escalar","Ready to scale",3,1,5
696,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",11,4,6
697,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
698,"YES",2017,"Chile","Chile","Gestión de patrimonio","Wealth Management","Listos para escalar","Ready to scale",4,5,5
699,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
700,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
701,"YES",2017,"Argentina","Argentina","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",1,2,6
702,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Concepto/Idea","Concepto/Idea",5,3,1
703,"YES",2017,"Colombia","Colombia","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",5,4,6
704,"YES",2018,"Brasil","Brazil","Préstamos","Lending","Versión beta","Beta version",3,8,3
705,"YES",2018,"Perú","Peru","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",15,2,6
706,"YES",2018,"Brasil","Brazil","Digital Banks","Digital Banks","Listos para escalar","Ready to scale",3,1,5
707,"YES",2018,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",1,7,5
708,"YES",2018,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",3,2,5
709,"YES",2018,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Demo/Prototipo","Demo/Prototipo",3,4,2
710,"YES",2018,"Costa Rica","Costa Rica","Préstamos","Lending","Listos para escalar","Ready to scale",6,8,5
711,"YES",2018,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",1,7,5
712,"YES",2018,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
713,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Lanzado","Launched",3,7,4
714,"YES",2018,"México","Mexico","Pagos y remesas","Payments & Remittances","Lanzado","Launched",11,7,4
715,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",3,7,3
716,"YES",2018,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",3,6,6
717,"YES",2018,"Chile","Chile","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",4,3,6
718,"YES",2018,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",3,4,5
719,"YES",2018,"Brasil","Brazil","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Demo/Prototipo","Demo/Prototipo",3,11,2
720,"YES",2018,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
721,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
722,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
723,"YES",2018,"México","Mexico","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",11,7,6
724,"YES",2018,"México","Mexico","Pagos y remesas","Payments & Remittances","Lanzado","Launched",11,7,4
725,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
726,"YES",2018,"Uruguay","Uruguay","Pagos y remesas","Payments & Remittances","Lanzado","Launched",17,7,4
727,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",3,7,3
728,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Lanzado","Launched",3,7,4
729,"YES",2018,"Perú","Peru","Gestión de finanzas personales","Personal Financial Management","Versión beta","Beta version",15,4,3
730,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
731,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Lanzado","Launched",3,7,4
732,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",3,7,3
733,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
734,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",3,7,3
735,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Lanzado","Launched",3,7,4
736,"YES",2018,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
737,"YES",2018,"Chile","Chile","Pagos y remesas","Payments & Remittances","Lanzado","Launched",4,7,4
738,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
739,"YES",2018,"Perú","Peru","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",15,7,6
740,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Lanzado","Launched",5,7,4
741,"YES",2018,"México","Mexico","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",11,7,5
742,"YES",2018,"Venezuela","Venezuela","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",18,7,6
743,"YES",2018,"Chile","Chile","Pagos y remesas","Payments & Remittances","Lanzado","Launched",4,7,4
744,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",5,7,2
745,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Concepto/Idea","Concepto/Idea",5,7,1
746,"YES",2018,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Lanzado","Launched",1,7,4
747,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",3,7,2
748,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Lanzado","Launched",3,7,4
749,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
750,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
751,"YES",2018,"Argentina","Argentina","Financiamiento colectivo","Crowdfunding","Lanzado","Launched",1,2,4
752,"YES",2018,"México","Mexico","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",11,7,2
753,"YES",2018,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",3,3,4
754,"YES",2018,"Chile","Chile","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",4,3,6
755,"YES",2018,"Argentina","Argentina","Préstamos","Lending","Listos para escalar","Ready to scale",1,8,5
756,"YES",2018,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",3,5,6
757,"YES",2018,"Costa Rica","Costa Rica","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",6,7,5
758,"YES",2018,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Lanzado","Launched",3,2,4
759,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",3,7,3
760,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",5,7,3
761,"YES",2018,"Chile","Chile","Financiamiento colectivo","Crowdfunding","Versión beta","Beta version",4,2,3
762,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
763,"YES",2018,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",1,7,6
764,"YES",2018,"Perú","Peru","Pagos y remesas","Payments & Remittances","Lanzado","Launched",15,7,4
765,"YES",2018,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",11,3,3
766,"YES",2018,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
767,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",5,7,5
768,"YES",2018,"México","Mexico","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",11,7,6
769,"YES",2018,"México","Mexico","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",11,7,6
770,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
771,"YES",2018,"México","Mexico","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",11,7,5
772,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
773,"YES",2018,"México","Mexico","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",11,7,2
774,"YES",2018,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
775,"YES",2018,"Ecuador","Ecuador","Pagos y remesas","Payments & Remittances","Lanzado","Launched",7,7,4
776,"YES",2018,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
777,"YES",2018,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",1,7,3
778,"YES",2018,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
779,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",5,7,5
780,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",5,7,5
781,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",5,7,5
782,"YES",2018,"El Salvador","El Salvador","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",8,7,5
783,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
784,"YES",2018,"México","Mexico","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",11,7,3
785,"YES",2018,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",3,3,4
786,"YES",2018,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",3,2,6
787,"YES",2018,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Versión beta","Beta version",3,9,3
788,"YES",2018,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",3,9,6
789,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
790,"YES",2018,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Lanzado","Launched",11,4,4
791,"YES",2018,"México","Mexico","Gestión de patrimonio","Wealth Management","Listos para escalar","Ready to scale",11,5,5
792,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
793,"YES",2018,"Brasil","Brazil","Digital Banks","Digital Banks","Crecimiento y expansión","Growth & expansion",3,1,6
794,"YES",2018,"Chile","Chile","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",4,7,6
795,"YES",2018,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
796,"YES",2018,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
797,"YES",2018,"México","Mexico","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",11,2,6
798,"YES",2018,"Colombia","Colombia","Préstamos","Lending","Listos para escalar","Ready to scale",5,8,5
799,"YES",2018,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
800,"YES",2018,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Lanzado","Launched",5,7,4
801,"YES",2018,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",3,4,6
802,"YES",2018,"México","Mexico","Financiamiento colectivo","Crowdfunding","Versión beta","Beta version",11,2,3
803,"YES",2018,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",5,3,6
804,"YES",2018,"México","Mexico","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",11,2,6
805,"YES",2018,"Brasil","Brazil","Seguros","Insurance","Lanzado","Launched",3,10,4
